2015-07-12 00:10:00,15,43,25.3,96,13.0,996.8,0.3,1.0,2,666.3,0
2015-07-12 00:25:00,15,43,25.2,95,12.7,996.9,0.7,1.4,0,666.6,0
2015-07-12 00:40:00,15,43,25.1,95,12.5,996.8,1.0,1.7,14,666.6,0
2015-07-12 00:55:00,15,43,25.0,95,12.4,997.0,0.7,1.4,0,666.6,0
2015-07-12 01:10:00,15,43,25.0,94,12.3,997.2,1.0,2.0,2,666.6,0
2015-07-12 01:25:00,15,42,25.0,94,12.1,997.3,0.3,1.4,14,666.6,0
2015-07-12 01:40:00,15,43,24.9,96,11.7,997.5,0.0,0.7,0,667.2,0
2015-07-12 01:55:00,15,43,24.8,97,11.5,997.4,0.7,1.4,0,667.5,0
2015-07-12 02:10:00,15,43,24.8,98,11.4,997.5,0.3,1.4,3,667.5,0
2015-07-12 02:25:00,15,43,24.7,98,11.4,997.4,0.0,0.7,15,667.5,0
2015-07-12 02:40:00,15,42,24.7,98,11.4,997.6,0.3,0.7,2,667.5,0
2015-07-12 02:55:00,15,42,24.6,97,11.2,997.6,0.0,0.7,0,667.5,0
2015-07-12 03:10:00,15,42,24.6,95,11.0,997.8,0.3,1.4,0,667.5,0
2015-07-12 03:25:00,15,42,24.6,95,11.0,997.8,0.7,1.4,4,667.5,0
2015-07-12 03:40:00,15,42,24.5,94,10.9,997.7,0.3,1.0,0,667.5,0
2015-07-12 03:55:00,15,41,24.4,93,11.1,997.9,0.3,0.7,4,667.5,0
2015-07-12 04:10:00,15,42,24.5,92,11.2,997.9,0.3,1.0,8,667.5,0
2015-07-12 04:25:00,15,41,24.5,91,11.3,998.0,0.3,1.0,2,667.5,0
2015-07-12 04:40:00,15,41,24.4,90,11.3,998.1,0.0,1.0,2,667.5,0
2015-07-12 04:55:00,15,41,24.4,89,11.4,998.1,0.0,1.4,0,667.5,0
2015-07-12 05:10:00,15,40,24.4,88,11.5,998.0,0.0,1.0,2,667.5,0
2015-07-12 05:25:00,15,40,24.4,88,12.0,998.1,0.7,1.4,0,667.5,0
2015-07-12 05:40:00,15,40,24.2,83,12.2,998.1,2.0,3.4,2,667.5,0
2015-07-12 05:55:00,15,40,24.2,82,12.6,998.3,0.3,1.0,2,667.5,0
2015-07-12 06:10:00,15,40,24.3,77,13.1,998.3,1.0,2.0,2,667.5,0
2015-07-12 06:25:00,15,39,24.3,77,13.7,998.4,0.0,0.7,15,667.5,0
2015-07-12 06:40:00,15,39,24.3,70,15.2,998.5,0.3,1.4,0,667.5,0
2015-07-12 06:55:00,15,38,24.3,71,14.2,998.5,0.7,1.4,0,667.5,0
2015-07-12 07:10:00,15,38,24.4,68,15.0,998.6,0.7,1.4,14,667.5,0
2015-07-12 07:25:00,15,38,24.4,68,15.2,998.5,1.7,2.7,4,667.5,0
2015-07-12 07:40:00,15,39,24.4,68,14.7,998.7,0.3,1.0,2,667.5,0
2015-07-12 07:55:00,15,39,24.5,67,15.3,998.6,1.0,1.7,1,667.5,0
2015-07-12 08:10:00,15,39,24.6,67,15.1,998.7,1.0,2.0,0,667.5,0
2015-07-12 08:25:00,15,40,24.6,67,14.9,998.6,1.7,3.1,4,667.5,0
2015-07-12 08:40:00,15,39,24.7,65,15.2,998.6,2.4,3.7,0,667.5,0
2015-07-12 08:55:00,15,39,24.6,67,15.0,998.6,1.4,2.0,0,667.5,0
2015-07-12 09:10:00,15,40,24.7,70,13.9,998.7,1.7,3.4,2,667.5,0
2015-07-12 09:25:00,15,39,24.8,69,14.6,998.6,3.1,4.1,0,667.5,0
2015-07-12 09:40:00,15,39,24.9,64,15.5,998.5,1.4,2.0,4,667.5,0
2015-07-12 09:55:00,15,39,25.0,63,15.3,998.5,1.7,2.7,2,667.5,0
2015-07-12 10:10:00,15,39,25.0,61,15.7,998.3,3.4,5.1,2,667.5,0
2015-07-12 10:25:00,15,38,25.0,66,14.5,998.3,1.0,2.0,2,667.5,0
2015-07-12 10:40:00,15,38,25.1,63,15.3,998.3,0.7,1.4,2,667.5,0
2015-07-12 10:55:00,15,38,25.1,59,15.9,998.3,2.4,4.4,0,667.5,0
2015-07-12 11:10:00,15,38,25.2,59,16.2,998.3,2.7,4.1,0,667.5,0
2015-07-12 11:25:00,15,37,25.3,60,15.6,998.3,2.0,3.1,0,667.5,0
