2015-07-04 00:13:00,15,42,26.7,69,18.8,1004.5,0.3,1.4,8,651.9,0
2015-07-04 00:28:00,15,42,26.7,69,18.8,1004.4,1.0,2.7,12,651.9,0
2015-07-04 00:43:00,15,42,26.5,69,19.0,1004.0,0.7,1.7,12,651.9,0
2015-07-04 00:58:00,15,43,26.2,71,19.0,1004.0,1.0,2.0,10,651.9,0
2015-07-04 01:13:00,15,43,26.1,71,18.9,1003.6,1.0,1.7,8,651.9,0
2015-07-04 01:28:00,15,44,26.3,72,18.8,1003.7,0,0.7,10,651.9,0
2015-07-04 01:43:00,15,43,26.5,72,18.6,1003.8,0,0.3,12,651.9,0
2015-07-04 01:58:00,15,43,26.4,73,18.7,1004.0,1.0,2.0,12,651.9,0
2015-07-04 02:13:00,15,45,26.1,74,18.7,1003.9,1.0,2.0,12,651.9,0
2015-07-04 02:28:00,15,46,25.9,75,18.6,1004.0,1.0,1.7,12,651.9,0
2015-07-04 02:43:00,15,46,25.6,74,18.7,1004.0,1.4,3.1,12,651.9,0
2015-07-04 02:58:00,15,47,25.3,74,19.0,1003.9,1.0,2.4,6,651.9,0
2015-07-04 03:13:00,15,47,25.1,75,18.8,1004.0,1.0,2.0,11,651.9,0
2015-07-04 03:28:00,15,48,25.0,75,18.9,1004.4,1.4,3.1,12,651.9,0
2015-07-04 03:43:00,15,49,24.8,75,19.0,1004.5,1.4,3.1,12,651.9,0
2015-07-04 03:58:00,15,51,24.8,75,19.1,1004.6,0.7,1.4,10,651.9,0
2015-07-04 04:13:00,15,50,24.9,74,19.4,1004.6,0.7,1.7,12,651.9,0
2015-07-04 04:28:00,15,50,24.8,73,19.7,1004.7,0.7,2.4,12,651.9,0
2015-07-04 04:43:00,15,50,24.8,68,21.3,1005.0,3.1,4.8,13,651.9,0
2015-07-04 04:58:00,15,50,24.8,67,21.7,1004.9,2.7,4.4,13,651.9,0
2015-07-04 05:13:00,15,51,24.7,67,22.2,1004.9,0.3,1.0,14,651.9,0
2015-07-04 05:28:00,15,51,24.8,67,22.4,1004.9,1.4,2.4,13,651.9,0
2015-07-04 05:43:00,15,51,24.9,67,22.8,1004.7,1.0,3.1,12,651.9,0
2015-07-04 05:58:00,15,51,25.1,64,23.1,1004.4,1.7,2.7,12,651.9,0
2015-07-04 06:13:00,15,51,25.3,63,23.6,1004.5,1.4,2.4,12,651.9,0
2015-07-04 06:28:00,15,51,25.4,64,23.9,1004.6,0.3,1.0,11,651.9,0
2015-07-04 06:43:00,15,50,25.6,61,24.4,1004.8,1.0,2.7,14,651.9,0
2015-07-04 06:58:00,15,49,25.8,58,25.3,1004.7,1.4,2.4,10,651.9,0
2015-07-04 07:13:00,15,48,25.7,56,25.4,1004.6,1.0,2.0,14,651.9,0
2015-07-04 07:28:00,15,50,25.5,60,24.3,1004.8,1.7,2.4,14,651.9,0
2015-07-04 07:43:00,15,50,25.3,58,25.0,1004.5,2.0,4.8,14,651.9,0
2015-07-04 07:58:00,15,51,25.3,60,24.8,1004.5,1.4,2.4,12,651.9,0
2015-07-04 08:13:00,15,51,25.4,58,24.9,1004.4,2.0,3.1,14,651.9,0
2015-07-04 08:28:00,15,51,25.4,59,24.9,1004.6,1.4,4.4,14,651.9,0
2015-07-04 08:43:00,15,51,25.5,57,25.8,1004.6,0.7,1.7,12,651.9,0
2015-07-04 08:58:00,15,51,25.6,55,25.8,1004.5,1.4,3.7,0,651.9,0
2015-07-04 09:13:00,15,51,25.6,54,25.9,1004.5,1.4,2.4,2,651.9,0
2015-07-04 09:28:00,15,52,25.6,55,25.8,1004.5,1.0,1.7,10,651.9,0
2015-07-04 09:43:00,15,51,25.6,57,26.2,1004.4,1.0,2.7,14,651.9,0
2015-07-04 09:58:00,15,51,25.8,54,26.3,1004.4,1.0,1.7,14,651.9,0
2015-07-04 10:13:00,15,51,26.0,54,26.3,1004.2,2.0,3.7,14,651.9,0
2015-07-04 10:28:00,15,50,26.2,54,26.5,1004.2,1.0,2.4,8,651.9,0
2015-07-04 10:43:00,15,49,26.3,52,26.6,1004.2,2.0,3.7,14,651.9,0
2015-07-04 10:58:00,15,48,26.4,53,26.0,1004.1,1.7,2.7,14,651.9,0
