2015-07-27 00:06:00,15,46,27.3,96,15.4,990.7,1.4,2.7,8,706.5,0
2015-07-27 00:21:00,15,46,27.3,97,15.3,990.7,0.7,2.0,4,706.5,0
2015-07-27 00:36:00,15,45,27.2,96,15.3,990.7,1.0,2.0,7,706.5,0
2015-07-27 00:51:00,15,45,27.1,96,15.2,990.6,0.7,2.0,6,706.5,0
2015-07-27 01:06:00,15,45,27.1,96,15.2,990.6,0.7,1.7,6,706.5,0
2015-07-27 01:21:00,15,45,27.0,97,15.1,990.5,0.7,1.4,8,706.5,0
2015-07-27 01:36:00,15,45,26.9,97,15.0,990.3,1.0,1.7,8,706.5,0
2015-07-27 01:51:00,15,45,26.9,98,15.0,990.5,1.0,2.4,6,706.5,0
2015-07-27 02:06:00,15,45,26.7,97,15.0,990.5,1.0,2.0,6,706.5,0
2015-07-27 02:21:00,15,45,26.5,98,14.8,990.6,0.7,1.4,9,706.5,0
2015-07-27 02:36:00,15,45,26.5,97,14.7,990.4,0.7,2.0,11,706.5,0
2015-07-27 02:51:00,15,45,26.4,96,14.6,990.4,0.7,1.4,8,706.5,0
2015-07-27 03:06:00,15,45,26.4,96,14.8,990.5,1.4,2.4,8,706.5,0
2015-07-27 03:21:00,15,45,26.4,94,15.1,990.6,2.0,3.4,6,706.5,0
2015-07-27 03:36:00,15,45,26.3,94,14.9,990.7,1.7,2.7,8,706.5,0
2015-07-27 03:51:00,15,45,26.1,93,14.9,990.7,2.7,4.1,8,706.5,0
2015-07-27 04:06:00,15,45,26.1,93,14.8,990.8,2.4,3.7,10,706.5,0
2015-07-27 04:21:00,15,45,26.0,92,15.1,990.8,1.4,2.7,8,706.5,0
2015-07-27 04:36:00,15,45,26.0,91,15.5,990.7,0.3,1.4,8,706.5,0
2015-07-27 04:51:00,15,45,26.1,90,15.6,990.7,1.0,2.4,2,706.5,0
2015-07-27 05:06:00,15,45,26.1,88,15.8,990.9,1.4,2.4,8,706.5,0
2015-07-27 05:21:00,15,45,26.1,87,15.9,990.7,1.0,2.0,8,706.5,0
2015-07-27 05:36:00,15,45,26.0,84,16.8,990.7,1.0,2.0,8,706.5,0
